false_positive_rate,feature_set,partition,true_positive_rate
0.0014081201595869514,full,train,0.032843560933448576
0.0016428068528514432,full,train,0.032843560933448576
0.0016428068528514432,full,train,0.035868625756266204
0.0018774935461159353,full,train,0.035868625756266204
0.0018774935461159353,full,train,0.036300777873811585
0.0021121802393804273,full,train,0.036300777873811585
0.0021121802393804273,full,train,0.06136560069144339
0.002346866932644919,full,train,0.06136560069144339
0.002346866932644919,full,train,0.06784788245462403
0.002581553625909411,full,train,0.06784788245462403
0.002581553625909411,full,train,0.09075194468452895
0.002816240319173903,full,train,0.09075194468452895
0.002816240319173903,full,train,0.09161624891961971
0.0030509270124383947,full,train,0.09161624891961971
0.0030509270124383947,full,train,0.11797752808988764
0.0032856137057028865,full,train,0.11797752808988764
0.0032856137057028865,full,train,0.12186689714779603
0.0035203003989673787,full,train,0.12186689714779603
0.0035203003989673787,full,train,0.12359550561797752
0.0037549870922318706,full,train,0.12359550561797752
0.0037549870922318706,full,train,0.12489196197061365
0.003989673785496362,full,train,0.12489196197061365
0.003989673785496362,full,train,0.1257562662057044
0.004224360478760855,full,train,0.1257562662057044
0.004224360478760855,full,train,0.13223854796888504
0.004459047172025346,full,train,0.13223854796888504
0.004459047172025346,full,train,0.13439930855661192
0.00492842055855433,full,train,0.13439930855661192
0.00492842055855433,full,train,0.1365600691443388
0.005163107251818822,full,train,0.1365600691443388
0.005163107251818822,full,train,0.14433880726015558
0.005397793945083313,full,train,0.14433880726015558
0.005397793945083313,full,train,0.14822817631806395
0.005632480638347806,full,train,0.14822817631806395
0.005632480638347806,full,train,0.15643906655142611
0.005867167331612298,full,train,0.15643906655142611
0.005867167331612298,full,train,0.16853932584269662
0.006101854024876789,full,train,0.16853932584269662
0.006101854024876789,full,train,0.17329299913569576
0.0063365407181412816,full,train,0.17329299913569576
0.0063365407181412816,full,train,0.17502160760587726
0.006571227411405773,full,train,0.17502160760587726
0.006571227411405773,full,train,0.17718236819360414
0.006805914104670265,full,train,0.17718236819360414
0.006805914104670265,full,train,0.18409680207433016
0.0070406007979347575,full,train,0.18409680207433016
0.0070406007979347575,full,train,0.18452895419187554
0.007275287491199249,full,train,0.18452895419187554
0.007275287491199249,full,train,0.18798617113223856
0.007509974184463741,full,train,0.18798617113223856
0.007509974184463741,full,train,0.2031114952463267
0.0077446608777282325,full,train,0.2031114952463267
0.0077446608777282325,full,train,0.21477960242005187
0.007979347570992725,full,train,0.21477960242005187
0.007979347570992725,full,train,0.2173725151253241
0.008214034264257217,full,train,0.2173725151253241
0.008214034264257217,full,train,0.2212618841832325
0.00844872095752171,full,train,0.2212618841832325
0.00844872095752171,full,train,0.22212618841832324
0.0086834076507862,full,train,0.22212618841832324
0.0086834076507862,full,train,0.22255834053586862
0.008918094344050692,full,train,0.22255834053586862
0.008918094344050692,full,train,0.2247191011235955
0.009152781037315184,full,train,0.2247191011235955
0.009152781037315184,full,train,0.22687986171132238
0.009387467730579677,full,train,0.22687986171132238
0.009387467730579677,full,train,0.22731201382886776
0.009622154423844167,full,train,0.22731201382886776
0.009622154423844167,full,train,0.22904062229904926
0.00985684111710866,full,train,0.22904062229904926
0.00985684111710866,full,train,0.22947277441659464
0.010091527810373152,full,train,0.22947277441659464
0.010091527810373152,full,train,0.22990492653414002
0.010326214503637644,full,train,0.22990492653414002
0.010326214503637644,full,train,0.2394122731201383
0.010560901196902136,full,train,0.2394122731201383
0.010560901196902136,full,train,0.24027657735522903
0.010795587890166627,full,train,0.24027657735522903
0.010795587890166627,full,train,0.2424373379429559
0.011264961276695611,full,train,0.2424373379429559
0.011264961276695611,full,train,0.2428694900605013
0.011499647969960104,full,train,0.2428694900605013
0.011499647969960104,full,train,0.24762316335350043
0.011734334663224596,full,train,0.24762316335350043
0.011734334663224596,full,train,0.2480553154710458
0.011969021356489086,full,train,0.2480553154710458
0.011969021356489086,full,train,0.25064822817631804
0.012203708049753579,full,train,0.25064822817631804
0.012203708049753579,full,train,0.2549697493517718
0.012438394743018071,full,train,0.2549697493517718
0.012438394743018071,full,train,0.26534140017286084
0.012673081436282563,full,train,0.26534140017286084
0.012673081436282563,full,train,0.2662057044079516
0.012907768129547055,full,train,0.2662057044079516
0.012907768129547055,full,train,0.27052722558340536
0.013142454822811546,full,train,0.27052722558340536
0.013142454822811546,full,train,0.27441659464131374
0.013377141516076038,full,train,0.27441659464131374
0.013377141516076038,full,train,0.287381158167675
0.014081201595869515,full,train,0.287381158167675
0.014081201595869515,full,train,0.2878133102852204
0.014315888289134006,full,train,0.2878133102852204
0.014315888289134006,full,train,0.29472774416594644
0.014550574982398498,full,train,0.29472774416594644
0.014550574982398498,full,train,0.2964563526361279
0.01478526167566299,full,train,0.2964563526361279
0.01478526167566299,full,train,0.2968885047536733
0.015019948368927482,full,train,0.2968885047536733
0.015019948368927482,full,train,0.29732065687121867
0.015254635062191975,full,train,0.29732065687121867
0.015254635062191975,full,train,0.30380293863439933
0.015489321755456465,full,train,0.30380293863439933
0.015489321755456465,full,train,0.30423509075194466
0.015724008448720957,full,train,0.30423509075194466
0.015724008448720957,full,train,0.30466724286949004
0.01595869514198545,full,train,0.30466724286949004
0.01595869514198545,full,train,0.3081244598098531
0.016193381835249942,full,train,0.3081244598098531
0.016193381835249942,full,train,0.31287813310285223
0.016428068528514434,full,train,0.31287813310285223
0.016428068528514434,full,train,0.31374243733794294
0.016662755221778926,full,train,0.31374243733794294
0.016662755221778926,full,train,0.3141745894554883
0.01689744191504342,full,train,0.3141745894554883
0.01689744191504342,full,train,0.317199654278306
0.017132128608307907,full,train,0.317199654278306
0.017132128608307907,full,train,0.3184961106309421
0.0173668153015724,full,train,0.3184961106309421
0.0173668153015724,full,train,0.3202247191011236
0.017601501994836892,full,train,0.3202247191011236
0.017601501994836892,full,train,0.32108902333621436
0.017836188688101384,full,train,0.32108902333621436
0.017836188688101384,full,train,0.32152117545375974
0.018070875381365877,full,train,0.32152117545375974
0.018070875381365877,full,train,0.3232497839239412
0.01830556207463037,full,train,0.3232497839239412
0.01830556207463037,full,train,0.32497839239412274
0.01854024876789486,full,train,0.32497839239412274
0.01854024876789486,full,train,0.3262748487467589
0.018774935461159353,full,train,0.3262748487467589
0.018774935461159353,full,train,0.3267070008643042
0.019009622154423846,full,train,0.3267070008643042
0.019009622154423846,full,train,0.33016421780466726
0.019244308847688334,full,train,0.33016421780466726
0.019244308847688334,full,train,0.3327571305099395
0.019478995540952827,full,train,0.3327571305099395
0.019478995540952827,full,train,0.34572169403630076
0.01971368223421732,full,train,0.34572169403630076
0.01971368223421732,full,train,0.34961106309420914
0.01994836892748181,full,train,0.34961106309420914
0.01994836892748181,full,train,0.3509075194468453
0.020183055620746303,full,train,0.3509075194468453
0.020183055620746303,full,train,0.35695764909248057
0.020652429007275288,full,train,0.35695764909248057
0.020652429007275288,full,train,0.35782195332757133
0.02088711570053978,full,train,0.35782195332757133
0.02088711570053978,full,train,0.3656006914433881
0.021121802393804272,full,train,0.3656006914433881
0.021121802393804272,full,train,0.36776145203111493
0.021356489087068765,full,train,0.36776145203111493
0.021356489087068765,full,train,0.36949006050129646
0.021591175780333254,full,train,0.36949006050129646
0.021591175780333254,full,train,0.3720829732065687
0.021825862473597746,full,train,0.3720829732065687
0.021825862473597746,full,train,0.3759723422644771
0.022060549166862238,full,train,0.3759723422644771
0.022060549166862238,full,train,0.378133102852204
0.02229523586012673,full,train,0.378133102852204
0.02229523586012673,full,train,0.38245462402765773
0.022529922553391223,full,train,0.38245462402765773
0.022529922553391223,full,train,0.38504753673293
0.022764609246655715,full,train,0.38504753673293
0.022764609246655715,full,train,0.3898012100259291
0.022999295939920207,full,train,0.3898012100259291
0.022999295939920207,full,train,0.395419187554019
0.0232339826331847,full,train,0.395419187554019
0.0232339826331847,full,train,0.39714779602420053
0.02346866932644919,full,train,0.39714779602420053
0.02346866932644919,full,train,0.40319792566983575
0.023703356019713684,full,train,0.40319792566983575
0.023703356019713684,full,train,0.40579083837510804
0.023938042712978173,full,train,0.40579083837510804
0.023938042712978173,full,train,0.4083837510803803
0.024172729406242665,full,train,0.4083837510803803
0.024172729406242665,full,train,0.40924805531547104
0.024407416099507157,full,train,0.40924805531547104
0.024407416099507157,full,train,0.4096802074330164
0.02464210279277165,full,train,0.4096802074330164
0.02464210279277165,full,train,0.4152981849611063
0.024876789486036142,full,train,0.4152981849611063
0.024876789486036142,full,train,0.4222126188418323
0.025111476179300634,full,train,0.4222126188418323
0.025111476179300634,full,train,0.42523768366465
0.025346162872565126,full,train,0.42523768366465
0.025346162872565126,full,train,0.4261019878997407
0.026284909645623092,full,train,0.4261019878997407
0.026284909645623092,full,train,0.42696629213483145
0.026519596338887584,full,train,0.42696629213483145
0.026519596338887584,full,train,0.42912705272255836
0.026754283032152076,full,train,0.42912705272255836
0.026754283032152076,full,train,0.43258426966292135
0.02698896972541657,full,train,0.43258426966292135
0.02698896972541657,full,train,0.4334485738980121
0.02722365641868106,full,train,0.4334485738980121
0.02722365641868106,full,train,0.4347450302506482
0.027693029805210045,full,train,0.4347450302506482
0.027693029805210045,full,train,0.4373379429559205
0.027927716498474538,full,train,0.4373379429559205
0.027927716498474538,full,train,0.43777009507346587
0.02816240319173903,full,train,0.43777009507346587
0.02816240319173903,full,train,0.43820224719101125
0.02863177657826801,full,train,0.43820224719101125
0.02863177657826801,full,train,0.44165946413137425
0.029101149964796996,full,train,0.44165946413137425
0.029101149964796996,full,train,0.4420916162489196
0.02957052335132598,full,train,0.4420916162489196
0.02957052335132598,full,train,0.44684528954191877
0.029805210044590472,full,train,0.44684528954191877
0.029805210044590472,full,train,0.45246326707000867
0.030039896737854965,full,train,0.45246326707000867
0.030039896737854965,full,train,0.4533275713050994
0.030274583431119457,full,train,0.4533275713050994
0.030274583431119457,full,train,0.4585133967156439
0.03050927012438395,full,train,0.4585133967156439
0.03050927012438395,full,train,0.45980985306828004
0.030743956817648438,full,train,0.45980985306828004
0.030743956817648438,full,train,0.46326707000864303
0.03097864351091293,full,train,0.46326707000864303
0.03097864351091293,full,train,0.4641313742437338
0.031213330204177422,full,train,0.4641313742437338
0.031213330204177422,full,train,0.4645635263612792
0.03168270359070641,full,train,0.4645635263612792
0.03168270359070641,full,train,0.4671564390665514
0.0319173902839709,full,train,0.4671564390665514
0.0319173902839709,full,train,0.4710458081244598
0.03215207697723539,full,train,0.4710458081244598
0.03215207697723539,full,train,0.4732065687121867
0.032386763670499884,full,train,0.4732065687121867
0.032386763670499884,full,train,0.47407087294727746
0.032621450363764376,full,train,0.47407087294727746
0.032621450363764376,full,train,0.4783923941227312
0.03309082375029336,full,train,0.4783923941227312
0.03309082375029336,full,train,0.4822817631806396
0.03332551044355785,full,train,0.4822817631806396
0.03332551044355785,full,train,0.48314606741573035
0.033560197136822345,full,train,0.48314606741573035
0.033560197136822345,full,train,0.4853068280034572
0.03379488383008684,full,train,0.4853068280034572
0.03379488383008684,full,train,0.48660328435609335
0.03402957052335132,full,train,0.48660328435609335
0.03402957052335132,full,train,0.4870354364736387
0.034264257216615815,full,train,0.4870354364736387
0.034264257216615815,full,train,0.48833189282627487
0.0347336306031448,full,train,0.48833189282627487
0.0347336306031448,full,train,0.49265341400172863
0.03496831729640929,full,train,0.49265341400172863
0.03496831729640929,full,train,0.49351771823681934
0.035203003989673784,full,train,0.49351771823681934
0.035203003989673784,full,train,0.49740708729472777
0.035437690682938276,full,train,0.49740708729472777
0.035437690682938276,full,train,0.5
0.03567237737620277,full,train,0.5
0.03567237737620277,full,train,0.5012964563526361
0.03590706406946726,full,train,0.5012964563526361
0.03590706406946726,full,train,0.5017286084701815
0.03614175076273175,full,train,0.5017286084701815
0.03614175076273175,full,train,0.5021607605877269
0.036376437455996245,full,train,0.5021607605877269
0.036376437455996245,full,train,0.513828867761452
0.03661112414926074,full,train,0.513828867761452
0.03661112414926074,full,train,0.5151253241140882
0.03684581084252523,full,train,0.5151253241140882
0.03684581084252523,full,train,0.5177182368193605
0.03708049753578972,full,train,0.5177182368193605
0.03708049753578972,full,train,0.5185825410544511
0.037315184229054214,full,train,0.5185825410544511
0.037315184229054214,full,train,0.5198789974070873
0.03754987092231871,full,train,0.5198789974070873
0.03754987092231871,full,train,0.5211754537597234
0.0377845576155832,full,train,0.5211754537597234
0.0377845576155832,full,train,0.5267934312878133
0.03801924430884769,full,train,0.5267934312878133
0.03801924430884769,full,train,0.5285220397579948
0.03825393100211218,full,train,0.5285220397579948
0.03825393100211218,full,train,0.5298184961106309
0.03872330438864116,full,train,0.5298184961106309
0.03872330438864116,full,train,0.5315471045808124
0.03895799108190565,full,train,0.5315471045808124
0.03895799108190565,full,train,0.5324114088159032
0.039192677775170146,full,train,0.5324114088159032
0.039192677775170146,full,train,0.5328435609334485
0.03942736446843464,full,train,0.5328435609334485
0.03942736446843464,full,train,0.5354364736387208
0.03966205116169913,full,train,0.5354364736387208
0.03966205116169913,full,train,0.5363007778738116
0.03989673785496362,full,train,0.5363007778738116
0.03989673785496362,full,train,0.5384615384615384
0.040131424548228115,full,train,0.5384615384615384
0.040131424548228115,full,train,0.5393258426966292
0.04036611124149261,full,train,0.5393258426966292
0.04036611124149261,full,train,0.5397579948141746
0.0406007979347571,full,train,0.5397579948141746
0.0406007979347571,full,train,0.54019014693172
0.041304858014550576,full,train,0.54019014693172
0.041304858014550576,full,train,0.5496974935177182
0.04153954470781507,full,train,0.5496974935177182
0.04153954470781507,full,train,0.5583405358686258
0.04177423140107956,full,train,0.5583405358686258
0.04177423140107956,full,train,0.5600691443388073
0.04200891809434405,full,train,0.5600691443388073
0.04200891809434405,full,train,0.5656871218668972
0.04247829148087304,full,train,0.5656871218668972
0.04247829148087304,full,train,0.5661192739844425
0.04294766486740202,full,train,0.5661192739844425
0.04294766486740202,full,train,0.5665514261019879
0.04318235156066651,full,train,0.5665514261019879
0.04318235156066651,full,train,0.5669835782195333
0.043417038253931,full,train,0.5669835782195333
0.043417038253931,full,train,0.5691443388072601
0.04365172494719549,full,train,0.5691443388072601
0.04365172494719549,full,train,0.5704407951598963
0.043886411640459984,full,train,0.5704407951598963
0.043886411640459984,full,train,0.5721694036300777
0.044121098333724476,full,train,0.5721694036300777
0.044121098333724476,full,train,0.5726015557476232
0.04459047172025346,full,train,0.5726015557476232
0.04459047172025346,full,train,0.5756266205704408
0.04482515841351795,full,train,0.5756266205704408
0.04482515841351795,full,train,0.5764909248055315
0.04529453180004694,full,train,0.5764909248055315
0.04529453180004694,full,train,0.5773552290406223
0.04552921849331143,full,train,0.5773552290406223
0.04552921849331143,full,train,0.5786516853932584
0.045998591879840414,full,train,0.5786516853932584
0.045998591879840414,full,train,0.5795159896283492
0.046233278573104906,full,train,0.5795159896283492
0.046233278573104906,full,train,0.5799481417458946
0.04670265195963389,full,train,0.5799481417458946
0.04670265195963389,full,train,0.5821089023336214
0.04693733865289838,full,train,0.5821089023336214
0.04693733865289838,full,train,0.5825410544511668
0.047172025346162876,full,train,0.5825410544511668
0.047172025346162876,full,train,0.5834053586862575
0.04740671203942737,full,train,0.5834053586862575
0.04740671203942737,full,train,0.583837510803803
0.047876085425956345,full,train,0.583837510803803
0.047876085425956345,full,train,0.5903197925669835
0.04811077211922084,full,train,0.5903197925669835
0.04811077211922084,full,train,0.5955056179775281
0.04834545881248533,full,train,0.5955056179775281
0.04834545881248533,full,train,0.5989628349178912
0.04858014550574982,full,train,0.5989628349178912
0.04858014550574982,full,train,0.5993949870354365
0.04904951889227881,full,train,0.5993949870354365
0.04904951889227881,full,train,0.6002592912705272
0.0492842055855433,full,train,0.6002592912705272
0.0492842055855433,full,train,0.601123595505618
0.04951889227880779,full,train,0.601123595505618
0.04951889227880779,full,train,0.6037165082108902
0.049753578972072283,full,train,0.6037165082108902
0.049753578972072283,full,train,0.6050129645635264
0.05022295235860127,full,train,0.6050129645635264
0.05022295235860127,full,train,0.6058772687986171
0.05045763905186576,full,train,0.6058772687986171
0.05045763905186576,full,train,0.6067415730337079
0.05069232574513025,full,train,0.6067415730337079
0.05069232574513025,full,train,0.6071737251512532
0.050927012438394745,full,train,0.6071737251512532
0.050927012438394745,full,train,0.6089023336214348
0.05116169913165924,full,train,0.6089023336214348
0.05116169913165924,full,train,0.6097666378565255
0.05139638582492373,full,train,0.6097666378565255
0.05139638582492373,full,train,0.6106309420916163
0.051865759211452714,full,train,0.6106309420916163
0.051865759211452714,full,train,0.6119273984442524
0.0521004459047172,full,train,0.6119273984442524
0.0521004459047172,full,train,0.6205704407951599
0.05233513259798169,full,train,0.6205704407951599
0.05233513259798169,full,train,0.6214347450302506
0.052569819291246184,full,train,0.6214347450302506
0.052569819291246184,full,train,0.6222990492653414
0.052804505984510676,full,train,0.6222990492653414
0.052804505984510676,full,train,0.6244598098530683
0.05303919267777517,full,train,0.6244598098530683
0.05303919267777517,full,train,0.625324114088159
0.05327387937103966,full,train,0.625324114088159
0.05327387937103966,full,train,0.6261884183232498
0.05350856606430415,full,train,0.6261884183232498
0.05350856606430415,full,train,0.6266205704407951
0.053743252757568645,full,train,0.6266205704407951
0.053743252757568645,full,train,0.6283491789109766
0.05397793945083314,full,train,0.6283491789109766
0.05397793945083314,full,train,0.6287813310285221
0.05421262614409763,full,train,0.6287813310285221
0.05421262614409763,full,train,0.6313742437337942
0.05444731283736212,full,train,0.6313742437337942
0.05444731283736212,full,train,0.6339671564390665
0.054681999530626614,full,train,0.6339671564390665
0.054681999530626614,full,train,0.6382886776145204
0.054916686223891106,full,train,0.6382886776145204
0.054916686223891106,full,train,0.6387208297320657
0.05562074630368458,full,train,0.6387208297320657
0.05562074630368458,full,train,0.6400172860847018
0.055855432996949075,full,train,0.6400172860847018
0.055855432996949075,full,train,0.642610198789974
0.05609011969021357,full,train,0.642610198789974
0.05609011969021357,full,train,0.6434745030250648
0.05632480638347806,full,train,0.6434745030250648
0.05632480638347806,full,train,0.6439066551426103
0.05655949307674255,full,train,0.6439066551426103
0.05655949307674255,full,train,0.6443388072601556
0.05679417977000704,full,train,0.6443388072601556
0.05679417977000704,full,train,0.6447709593777009
0.05726355315653602,full,train,0.6447709593777009
0.05726355315653602,full,train,0.6456352636127917
0.057498239849800514,full,train,0.6456352636127917
0.057498239849800514,full,train,0.6477960242005186
0.0579676132363295,full,train,0.6477960242005186
0.0579676132363295,full,train,0.6486603284356093
0.05820229992959399,full,train,0.6486603284356093
0.05820229992959399,full,train,0.6490924805531547
0.05843698662285848,full,train,0.6490924805531547
0.05843698662285848,full,train,0.6529818496110631
0.058671673316122976,full,train,0.6529818496110631
0.058671673316122976,full,train,0.6538461538461539
0.05890636000938747,full,train,0.6538461538461539
0.05890636000938747,full,train,0.6555747623163354
0.05914104670265196,full,train,0.6555747623163354
0.05914104670265196,full,train,0.6581676750216076
0.05937573339591645,full,train,0.6581676750216076
0.05937573339591645,full,train,0.6616248919619706
0.059610420089180945,full,train,0.6616248919619706
0.059610420089180945,full,train,0.6624891961970614
0.06007979347570993,full,train,0.6624891961970614
0.06007979347570993,full,train,0.6637856525496975
0.06031448016897442,full,train,0.6637856525496975
0.06031448016897442,full,train,0.6642178046672429
0.0610185402487679,full,train,0.6642178046672429
0.0610185402487679,full,train,0.6663785652549697
0.061253226942032384,full,train,0.6663785652549697
0.061253226942032384,full,train,0.6676750216076058
0.061487913635296876,full,train,0.6676750216076058
0.061487913635296876,full,train,0.668971477960242
0.06172260032856137,full,train,0.668971477960242
0.06172260032856137,full,train,0.6698357821953328
0.06195728702182586,full,train,0.6698357821953328
0.06195728702182586,full,train,0.6707000864304236
0.06219197371509035,full,train,0.6707000864304236
0.06219197371509035,full,train,0.6719965427830596
0.06266134710161934,full,train,0.6719965427830596
0.06266134710161934,full,train,0.6732929991356957
0.06289603379488383,full,train,0.6732929991356957
0.06289603379488383,full,train,0.6737251512532412
0.06336540718141281,full,train,0.6737251512532412
0.06336540718141281,full,train,0.6750216076058773
0.0636000938746773,full,train,0.6750216076058773
0.0636000938746773,full,train,0.6763180639585133
0.06406946726120628,full,train,0.6763180639585133
0.06406946726120628,full,train,0.6780466724286949
0.06430415395447078,full,train,0.6780466724286949
0.06430415395447078,full,train,0.6815038893690579
0.06500821403426425,full,train,0.6815038893690579
0.06500821403426425,full,train,0.6823681936041487
0.06524290072752875,full,train,0.6823681936041487
0.06524290072752875,full,train,0.6849611063094209
0.06547758742079324,full,train,0.6849611063094209
0.06547758742079324,full,train,0.6901469317199654
0.06571227411405774,full,train,0.6901469317199654
0.06571227411405774,full,train,0.6944684528954191
0.06594696080732222,full,train,0.6944684528954191
0.06594696080732222,full,train,0.6949006050129646
0.06618164750058672,full,train,0.6949006050129646
0.06618164750058672,full,train,0.6957649092480553
0.0666510208871157,full,train,0.6957649092480553
0.0666510208871157,full,train,0.6966292134831461
0.06688570758038019,full,train,0.6966292134831461
0.06688570758038019,full,train,0.6974935177182369
0.06712039427364469,full,train,0.6974935177182369
0.06712039427364469,full,train,0.6992221261884183
0.06735508096690918,full,train,0.6992221261884183
0.06735508096690918,full,train,0.700086430423509
0.06782445435343816,full,train,0.700086430423509
0.06782445435343816,full,train,0.7009507346585998
0.06805914104670265,full,train,0.7009507346585998
0.06805914104670265,full,train,0.7026793431287813
0.06852851443323163,full,train,0.7026793431287813
0.06852851443323163,full,train,0.7057044079515989
